code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,intrinsic,Price_A,Price_B,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,EY level,DY level,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health
7935,MILUX CORPORATION BERHAD,Consumer Products & Services,2018-12-01,9,1.0,-2.11,-0.0,-0.7,-0.52,0.81,0.9,0.76,0.9,0.71,-13.0,-0.07,-0.08,0.0,0.0,-9.93,-4.71,0.01,0.02,-3.08,-31.75,92.0,30.12,-1.14,0.0,0.0,0.0,0.0,-6.26,-4.65,-4.29,0.0,0.66,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+8+9,1+2+3+4+5+6+7,1+2+3+4+5+6+7+8+9,2+3+5+6+8,111,78,0.11,-0.04,4,5,0,0,0.0,0.0,0.0,0.0,1.0
7757,UPA CORPORATION BHD,Consumer Products & Services,2018-12-01,10,1.0,1.7,0.0,1.97,1.48,1.92,1.94,1.74,2.3,3.33,14.0,0.14,0.07,0.08,4.12,4.18,3.56,0.0,0.0,18.46,4.61,19.73,12.17,9.41,0.0,-21.92,-5.75,-5.91,12.31,14.47,12.75,12.31,5.21,3.63,3.69,5.21,40.89,1,0,1,3+7+8+10,+,1+6+8+9+10,+,19,157,0.2,0.11,16,14,0,5,0.0,0.0,0.0,0.0,1.0
7722,ASIA BRANDS BERHAD,Consumer Products & Services,2019-03-01,10,1.0,3.12,0.0,0.52,0.39,0.43,0.445,0.35,0.58,0.86,9.0,0.05,0.11,0.0,0.0,5.55,3.2,0.03,0.0,-1.76,-4.89,129.5,62.3,17.67,0.0,0.0,-34.27,-11.79,-4.43,-22.67,-20.84,-4.43,1.56,0.0,0.31,1.56,3.59,0,0,0,2+3+4+7+9+10,2+3+4,1+2+3+4+5+7+10,1+4+8,137,158,0.17,0.04,25,-3,0,0,0.0,0.0,0.0,0.0,1.0
7668,HAI-O ENTERPRISE BERHAD,Consumer Products & Services,2019-04-01,10,1.5,2.17,0.42,1.43,1.07,1.66,1.89,1.12,2.77,1.02,17.0,0.11,0.06,0.06,3.17,10.67,15.45,0.01,0.0,14.4,14.31,25.11,19.71,19.31,3.79,9.64,3.79,-2.48,5.32,5.59,5.15,5.32,3.86,4.44,4.22,3.86,60.31,1,0,1,1+5+6+9+10,+,1+5+6+9+10,+,511,325,0.24,0.16,69,29,0,5,0.0,0.0,0.0,0.5,1.0
7439,TECK GUAN PERDANA BERHAD,Consumer Products & Services,2019-01-01,10,1.0,-0.31,0.0,0.8,0.6,1.01,0.93,0.77,1.5,1.3027,12.0,0.08,0.09,0.0,0.0,6.04,3.36,0.01,0.0,-0.4,-35.0,27.33,-3.84,3.97,0.0,-32.79,-18.48,0.0,-0.08,10.32,7.58,-0.08,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+7+10,2+5+7+10,1+2+4+5+6+7+8+9+10,3+4+8+9+10,84,302,-0.11,0.06,-6,19,0,0,0.0,0.0,0.0,0.0,1.0
7412,SHH RESOURCES HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,10,1.0,-0.12,-0.0,-0.69,-0.52,0.37,0.42,0.275,0.55,1.39,-7.0,-0.06,-0.14,0.0,0.0,-4.23,-11.18,0.0,0.0,1.44,-10.0,14.0,2.0,2.93,0.0,0.0,0.0,0.0,1.45,-19.19,-7.21,1.45,2.66,4.61,3.99,2.66,15.05,0,0,0,1+5+7+9+10,1+2+8+9,1+2+3+5+7+8+9+10,1+2+3+9,126,97,0.1,-0.16,8,-2,0,0,0.0,0.0,0.0,0.0,1.0
7315,AHB HOLDINGS BERHAD,Consumer Products & Services,2018-03-01,10,1.0,-0.27,-0.0,-0.3,-0.22,0.08,0.08,0.04,0.165,0.167,-3.0,-0.03,-0.38,0.0,0.0,-16.11,4.09,0.0,0.0,-4.68,-4.2,22.5,9.15,8.09,0.0,-10.39,0.0,0.0,-1.31,13.03,-7.13,-1.31,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5+6+7+9+10,5+6,1+3+4+5+6+7+8+9+10,2+4+6+9,32,18,0.02,0.01,2,1,0,0,0.0,0.0,0.0,0.0,1.0
7252,TEO SENG CAPITAL BERHAD,Consumer Products & Services,2019-12-01,10,3.0,6.92,0.56,1.15,0.86,0.9,0.92,0.65,1.42,1.04,7.0,0.13,0.14,0.06,6.52,12.39,20.13,0.19,0.2,7.91,6.45,100.0,53.22,18.86,4.32,36.57,4.32,14.34,9.89,8.95,8.31,9.89,2.09,2.16,2.21,2.09,11.56,1,0,1,3+7+10,+,3+4+5+7+8+10,+,168,546,0.05,0.2,21,101,0,5,0.5,0.0,1.0,0.5,1.0
7246,SIGNATURE INTERNATIONAL BERHAD,Consumer Products & Services,2019-06-01,10,2.0,0.0,0.0,0.0,0.0,0.28,0.35,0.155,0.54,0.75,81.0,0.0,0.0,0.01,2.86,0.57,1.33,0.23,0.24,8.76,4.9,73.5,39.2,26.77,0.0,-63.22,-34.16,-22.29,6.13,5.5,8.46,6.13,2.3,3.31,2.9,2.3,38.19,1,0,0,1+4+8+9+10,+,1+2+3+7+8+9+10,+,138,161,0.09,0.01,16,35,0,4,0.0,0.0,1.0,0.0,1.0
7243,IMPIANA HOTELS BERHAD,Consumer Products & Services,2018-06-01,9,1.0,-0.0,0.0,0.0,0.0,0.19,0.075,0.055,0.45,0.066,25.0,0.0,0.0,0.0,0.0,4.55,-30.81,0.22,0.0,-105.54,-0.36,0.21,-0.08,-0.11,0.0,0.0,0.0,0.0,-348.94,-421.9,-541.59,0.0,6.01,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+7+8+9,1+2+3+4+5+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,39,6,0.7,-0.1,-7,-2,0,0,0.0,0.0,0.0,0.0,1.0
7240,VERTICE BERHAD,Consumer Products & Services,2017-12-01,9,1.0,-0.63,-0.0,-0.7,-0.52,0.39,0.29,0.1,0.97,0.62,-4.0,-0.07,-0.24,0.0,0.0,-10.74,-5.3,0.03,0.0,1.4,-65.0,83.0,9.0,-0.76,0.0,0.0,0.0,0.0,3.86,-1.63,-1.29,0.0,1.14,0.0,0.0,0.0,0.0,0,0,1,1+3+4+5+9,1+3+4,1+2+3+4+5+6+7+9,,150,120,0.04,-0.03,15,1,0,0,0.0,0.0,0.0,0.0,1.0
7237,POWER ROOT BERHAD,Consumer Products & Services,2019-03-01,10,3.5,4.79,0.0,1.65,1.24,1.68,2.22,1.314,2.431,0.66,21.0,0.11,0.05,0.08,3.6,16.11,13.1,0.0,0.0,8.6,16.6,70.5,43.55,25.27,0.0,-15.53,-4.61,-4.45,4.83,4.03,4.74,4.83,4.54,5.22,4.72,4.54,50.04,1,0,0,1+9+10,+,2+3+6+7+9+10,+,138,338,0.03,0.07,0,42,0,5,0.5,0.0,1.0,1.0,1.0
7234,MESB BERHAD,Consumer Products & Services,2018-03-01,10,1.0,0.21,0.0,0.5,0.38,0.28,0.23,0.155,0.53,1.04,5.0,0.05,0.22,0.0,0.0,4.75,-7.29,0.03,0.06,4.04,-33.0,41.5,4.25,9.58,0.0,0.0,0.0,0.0,5.08,-12.41,-0.34,5.08,0.0,0.0,0.0,0.0,0.0,0,0,0,4+7+8+9+10,1+2+10,1+2+4+7+9+10,1+3+5+6+9+10,129,140,-0.01,-0.08,0,-4,0,0,0.0,0.0,0.0,0.0,1.0
7230,TOMEI CONSOLIDATED BERHAD,Consumer Products & Services,2018-12-01,10,1.0,0.39,0.0,0.68,0.51,0.36,0.45,0.24,0.6,1.55,7.0,0.06,0.13,0.01,2.22,4.07,2.36,0.07,0.01,2.43,-40.0,53.0,6.5,5.63,0.0,0.0,0.0,-11.83,11.71,11.49,6.77,11.71,2.84,0.75,1.33,2.84,12.88,0,0,0,1+3+4+5+10,4+6,1+3+4+5+6+7+10,5+7+8+9,301,564,0.14,0.03,14,19,0,3,0.0,0.0,0.0,0.0,1.0
7223,JADI IMAGING HOLDINGS BERHAD,Consumer Products & Services,2019-03-01,8,1.0,-0.02,-0.0,-0.1,-0.08,0.04,0.04,0.025,0.075,0.13,-4.0,-0.01,-0.25,0.0,0.0,-7.92,0.37,0.04,0.0,-0.53,-5.5,10.5,2.5,0.5,0.0,-57.25,-24.25,-23.32,-4.65,-15.58,-7.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+7+8,1+2+4,1+2+3+4+5+6+7+8,1+2,87,48,0.0,0.0,12,-12,0,0,0.0,0.0,0.0,0.0,1.0
7216,KAWAN FOOD BERHAD,Consumer Products & Services,2018-12-01,10,2.5,0.99,0.14,0.27,0.2,1.11,1.5,0.815,1.7,0.9,46.0,0.03,0.02,0.02,1.67,3.63,7.24,0.03,0.04,14.68,14.5,51.29,32.89,25.55,4.83,-15.13,-1.25,4.83,4.42,4.31,3.5,4.42,0.78,1.3,0.83,0.78,16.46,1,0,1,10,+,1+2+3+7+10,+,88,200,0.06,0.06,17,18,0,2,0.5,0.0,1.0,0.0,1.0
7215,NI HSIN RESOURCES BERHAD,Consumer Products & Services,2018-12-01,7,1.0,-0.22,-0.0,-0.38,-0.29,0.1,0.14,0.055,0.2,0.27,-7.0,-0.02,-0.14,0.0,0.0,-7.07,2.51,0.0,0.0,1.93,-11.5,33.5,11.0,18.0,0.0,-3.36,-5.65,-30.24,1.22,0.66,1.11,0.0,0.43,0.0,0.0,0.0,92.36,0,0,0,1+3+5,3,1+2+3+4+5+7,1+7,50,33,0.0,0.01,0,-6,0,0,0.0,0.0,0.0,0.0,1.0
7211,TAFI INDUSTRIES BERHAD,Consumer Products & Services,2018-12-01,8,1.0,-0.05,-0.0,-0.5,-0.38,0.24,0.19,0.18,0.365,0.53,-4.0,-0.05,-0.26,0.0,0.0,-8.98,-9.85,0.01,0.03,-5.2,-37.0,39.0,1.0,-5.51,0.0,0.0,0.0,0.0,-6.88,-15.95,-9.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+7,1+2+3+4+6,1+2+3+4+5+6+7+8,1+3+4+5+8,42,23,0.0,-0.06,-1,-3,0,0,0.0,0.0,0.0,0.0,1.0
7209,CHEETAH HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,9,2.0,-0.14,-0.0,-0.13,-0.1,0.23,0.3,0.18,0.33,1.07,-56.0,-0.01,-0.03,0.0,1.33,-0.5,0.25,0.01,0.0,4.8,5.11,23.5,14.3,13.27,0.0,-47.91,-45.84,-30.26,8.84,1.57,2.68,0.0,3.31,1.62,1.84,0.0,30.94,1,0,0,2+3+4+5+9,+,1+2+3+4+5+6+7+8+9,+,124,141,0.09,0.0,11,12,0,1,0.0,0.0,1.0,0.0,1.0
7208,EURO HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,9,1.5,0.44,-0.0,-0.5,-0.38,0.38,0.88,0.08,0.98,0.2322,-19.0,-0.05,-0.06,0.0,0.0,-20.37,-5.71,0.17,0.21,-0.86,-55.0,37.5,-8.75,1.25,0.0,0.0,0.0,0.0,0.02,-1.96,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+6+7,1+2+6+8+9,1+2+4+5+6+7+8+9,2+3+9,88,100,-0.01,-0.02,-2,10,0,0,0.0,0.0,0.5,0.0,1.0
7205,COCOALAND HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.5,4.52,1.12,1.73,1.3,1.66,1.94,1.39,2.22,1.09,12.0,0.16,0.08,0.1,5.15,14.89,12.72,0.0,0.0,11.26,12.93,43.6,28.26,20.78,7.0,-1.85,7.0,9.92,5.53,7.37,6.78,5.53,3.3,5.31,4.27,3.3,54.65,1,0,1,1+2+10,+,1+2+5+9+10,+,133,254,0.12,0.14,10,2,0,5,0.5,0.0,0.0,0.0,1.0
7203,WANG-ZHENG BERHAD,Consumer Products & Services,2018-12-01,10,1.0,0.79,0.05,0.89,0.67,0.83,0.88,0.68,1.12,1.23,12.0,0.07,0.08,0.0,0.0,5.89,5.51,0.0,0.04,4.45,5.08,17.36,11.22,10.75,0.67,-7.98,2.49,0.67,11.31,6.74,7.28,11.31,3.93,3.12,3.52,3.93,35.09,1,0,0,1+2+6+10,+,1+2+5+7+8+9+10,+,206,260,0.12,0.07,22,21,0,0,0.0,0.0,0.0,0.0,1.0
7202,CLASSIC SCENIC BERHAD,Consumer Products & Services,2018-12-01,10,1.0,0.63,0.0,1.0,0.75,0.74,0.675,0.57,1.08,0.77,13.0,0.05,0.07,0.05,7.41,6.74,7.55,0.0,0.0,19.14,7.3,17.9,12.6,13.08,0.0,-14.32,-4.57,-0.8,8.21,7.29,6.81,8.21,8.18,7.83,6.91,8.18,100.6,1,0,1,2+4+6+8+10,+,1+2+6+8+10,+,42,63,0.07,0.06,14,12,0,5,0.0,0.0,0.0,0.0,1.0
7200,TEK SENG HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.5,-1.03,-0.0,-0.67,-0.5,0.19,0.315,0.115,0.34,0.54,-7.0,-0.05,-0.16,0.0,0.0,-8.35,-21.16,0.1,0.0,1.98,-2.0,43.0,20.5,12.14,0.0,0.0,0.0,0.0,5.42,-0.74,2.55,5.42,4.73,6.8,4.37,4.73,33.59,0,0,0,1+2+10,1,1+2+6+7+8+9+10,1+8,149,184,0.04,-0.14,28,0,0,0,0.5,0.0,0.0,0.0,1.0
7186,SWS CAPITAL BERHAD,Consumer Products & Services,2018-08-01,9,1.5,-0.05,-0.0,-0.47,-0.35,0.42,0.405,0.25,0.775,0.4984,-9.0,-0.04,-0.1,0.0,0.0,-8.59,-1.05,0.16,0.14,1.17,-62.5,65.0,1.25,17.78,0.0,0.0,0.0,0.0,0.66,2.84,2.01,0.0,0.25,0.42,0.44,0.0,18.21,0,0,0,1+2+4+6+8,1+8+9,1+3+4+6+8+9,7+9,145,131,-0.02,-0.01,-5,4,0,0,0.0,0.0,0.5,0.0,1.0
7184,G3 GLOBAL BERHAD,Consumer Products & Services,2019-12-01,10,1.0,1.86,-0.0,-0.4,-0.3,1.98,2.54,1.13,3.72,0.09,-69.0,-0.04,-0.02,0.0,0.0,-40.67,-36.25,0.01,0.01,-36.31,-89.0,-4.0,-46.5,-26.61,0.0,0.0,0.0,0.0,-7.43,-2.82,-3.46,-7.43,0.42,0.0,0.0,0.42,0.0,0,0,0,1+3+5+6+8+9+10,1+2+3+4+5+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+6+9+10,49,14,-0.01,-0.03,-3,-11,0,0,0.0,0.0,0.0,0.0,1.0
7182,EKA NOODLES BERHAD,Consumer Products & Services,2017-12-01,9,1.0,-0.08,-0.0,-0.1,-0.08,0.03,0.04,0.02,0.065,-0.11,-4.0,-0.01,-0.25,0.0,0.0,8.18,0.0,0.0,0.0,-26.49,-8.0,25.0,8.5,3.13,0.0,0.0,0.0,0.0,-73.93,-127.35,-141.91,0.0,0.67,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+6+7+8+9,1+2+3+5+7,1+2+3+4+5+6+7+8+9,2+3+4+7+8+9,108,13,0.08,-0.02,0,2,0,0,0.0,0.0,0.0,0.0,1.0
7180,SERN KOU RESOURCES BERHAD,Consumer Products & Services,2019-06-01,8,2.5,4.32,6.78,0.07,0.05,0.62,0.93,0.44,0.98,0.42,13.0,0.07,0.08,0.0,0.0,16.74,14.2,0.16,0.21,0.92,-10.5,134.0,61.75,42.52,96.8,96.8,160.89,0.0,-0.18,5.17,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+6+7,6+7,4+5+6+7+8,1+2+6+7+8,153,237,-0.02,0.04,-3,-9,0,0,0.5,0.0,0.0,1.0,1.0
7179,D.B.E. GURNEY RESOURCES BERHAD,Consumer Products & Services,2019-12-01,9,1.0,-0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.035,0.02,11.0,0.0,0.0,0.0,0.0,13.5,12.79,0.0,0.0,-6.69,-8.0,-3.0,-5.5,-4.75,143.01,143.01,0.0,0.0,-13.25,-11.11,-10.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+9,2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,2+3+4+5+7+9,135,72,-0.01,0.0,-14,13,0,0,0.0,0.0,0.0,0.0,1.0
7176,TPC PLUS BERHAD,Consumer Products & Services,2019-12-01,9,2.0,0.02,0.0,0.1,0.08,0.28,0.265,0.19,0.45,0.37,30.0,0.01,0.04,0.0,0.0,2.41,2.41,0.22,0.22,-2.63,-29.0,33.5,2.25,5.72,0.0,-21.96,-25.72,0.0,-2.49,0.36,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8+9,6+7+8+9,1+2+3+4+5+6+7+8+9,8,54,245,-0.01,0.01,1,3,0,0,0.5,0.0,0.5,0.0,1.0
7174,CAB CAKARAN CORPORATION BERHAD,Consumer Products & Services,2019-09-01,10,1.0,-0.02,-0.14,-0.05,-0.04,0.31,0.3,0.195,0.55,0.67,-58.0,-0.01,-0.03,0.0,0.83,-0.78,2.78,0.6,0.56,1.75,-35.0,39.75,2.38,18.1,14.45,-25.06,-8.01,14.45,4.37,5.94,4.67,4.37,0.36,1.19,0.71,0.36,3.26,0,0,1,9,8,1+2+6+7+8,,508,1752,0.02,0.02,24,45,0,0,0.5,0.0,0.5,0.0,0.0
7168,PRG HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.0,-4.18,-0.0,-1.78,-1.34,0.47,0.17,0.055,1.3,0.3961,-2.0,-0.11,-0.65,0.0,0.0,-28.1,-6.71,0.25,0.14,3.15,-20.0,96.0,38.0,39.78,0.0,0.0,0.0,0.0,1.83,-1.32,-0.04,1.83,1.54,0.78,0.96,1.54,61.57,0,0,0,1+6+8+10,1,1+2+3+5+7+9+10,1+5+6,81,149,0.02,-0.03,10,-34,0,0,0.0,0.0,0.0,0.0,1.0
7167,JOHORE TIN BERHAD,Consumer Products & Services,2018-12-01,10,2.5,4.04,1.14,1.33,1.0,1.28,1.43,0.98,1.9,1.1,9.0,0.16,0.11,0.06,4.48,14.23,11.99,0.0,0.01,6.62,8.64,41.8,25.22,19.94,7.11,18.84,7.11,16.34,6.03,8.95,6.98,6.03,1.16,2.09,1.51,1.16,18.67,1,0,0,6+9+10,+,2+5+6+10,+,107,501,0.03,0.12,22,42,0,5,0.5,0.0,1.0,0.0,1.0
7154,CAELY HOLDINGS BHD,Consumer Products & Services,2019-03-01,10,1.0,-0.5,-0.0,-0.14,-0.11,0.31,0.4,0.185,0.575,0.52,-31.0,-0.01,-0.02,0.0,0.0,-2.5,1.69,0.14,0.14,1.04,-4.17,105.0,50.42,35.05,0.0,-33.81,-26.77,0.0,1.24,2.69,3.61,1.24,0.81,1.34,1.61,0.81,38.56,0,0,0,1+2+5+9+10,9,2+5+8+9+10,1+2+4+5+7+8+9,88,86,0.01,0.01,7,-3,0,0,0.0,0.0,0.0,0.0,1.0
7152,JAYCORP BERHAD,Consumer Products & Services,2019-07-01,10,2.0,2.41,0.62,1.85,1.39,0.86,0.8,0.68,1.22,1.2,6.0,0.14,0.18,0.1,12.5,11.51,12.66,0.05,0.03,4.21,6.47,28.0,17.24,11.79,4.46,-1.48,18.38,4.46,10.43,12.36,11.44,10.43,6.67,8.5,6.63,6.67,65.99,1,0,1,2+3+7+9+10,+,2+5+7+9,+,227,322,0.1,0.15,19,31,0,5,0.0,0.0,1.0,0.0,1.0
7149,ENG KAH CORPORATION BERHAD,Consumer Products & Services,2019-12-01,10,2.0,1.08,0.0,0.5,0.38,0.85,0.85,0.72,1.12,1.01,48.0,0.02,0.02,0.0,0.0,1.75,1.09,0.0,0.0,8.83,9.35,98.5,53.92,36.14,0.0,-34.97,-32.7,-19.84,4.56,4.42,3.53,4.56,4.85,4.17,3.9,4.85,151.97,1,0,0,1+3+5+6+7+8+9,+,1+3+4+5+6+7,+,97,49,0.18,0.01,11,11,0,0,0.0,0.0,1.0,0.0,1.0
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,8,1.0,0.0,-0.0,0.0,0.0,0.04,0.04,0.02,0.075,0.05,-13.0,-0.0,-0.0,0.0,0.0,-6.0,-4.45,0.01,0.01,-12.23,-12.5,-0.92,-6.71,-5.55,0.0,0.0,0.0,0.0,-30.25,-3.33,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+7+8,1+3+5+6+7+8,1+2+3+4+5+6+7+8,1+3+4+5+6+7+8,192,9,-0.25,0.0,0,-10,0,0,0.0,0.0,0.0,0.0,1.0
7134,PWF CORPORATION BERHAD,Consumer Products & Services,2018-12-01,7,2.5,1.12,0.74,0.24,0.18,0.52,0.52,0.35,0.87,1.78,14.0,0.04,0.08,0.02,3.85,2.12,4.93,0.05,0.05,2.36,6.77,49.33,28.05,18.54,18.55,27.64,18.55,28.5,6.86,11.35,9.19,0.0,2.68,3.96,3.48,0.0,34.77,1,0,1,7,+,1+4+6+7,+,214,352,0.0,0.08,12,24,0,5,0.5,0.0,1.0,0.0,1.0
7130,KUMPULAN POWERNET BERHAD,Consumer Products & Services,2019-06-01,6,1.5,1.84,0.0,0.5,0.38,1.39,1.92,0.545,3.11,0.36,36.0,0.05,0.03,0.0,0.0,14.64,2.0,0.08,0.1,-44.83,-7.5,81.0,36.75,8.57,0.0,0.0,0.0,0.0,-14.36,-9.22,-13.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+5+6,1+2+3+4+5+6,1+2+3+4+5+6,1+2+3+4,12,13,-0.05,0.01,3,-2,0,0,0.5,0.0,0.0,0.0,1.0
7129,ASIA FILE CORPORATION BHD,Consumer Products & Services,2019-03-01,10,1.0,3.29,0.0,3.12,2.34,1.7,1.84,1.3,2.51,3.152,9.0,0.21,0.11,0.14,7.61,6.77,8.07,0.01,0.0,16.93,8.9,22.44,15.67,14.24,0.0,-14.81,-5.34,-5.12,7.49,9.82,8.95,7.49,4.0,5.12,4.74,4.0,48.74,1,0,1,1+3+9+10,+,1+3+5+7+8+9+10,+,267,328,0.31,0.25,45,32,0,5,0.0,0.0,0.0,0.0,1.0
7128,CAM RESOURCES BERHAD,Consumer Products & Services,2018-12-01,10,2.0,0.0,0.0,0.0,0.0,0.21,0.2,0.17,0.305,0.58,386.0,0.0,0.0,0.0,0.0,0.09,2.28,0.17,0.2,3.17,8.67,39.0,23.84,17.62,6.37,-29.44,6.37,-4.3,7.38,6.09,7.76,7.38,0.71,0.85,0.51,0.71,4.8,1,0,0,1+3+4+10,+,1+3+7+8+9+10,+,63,211,0.02,0.01,8,9,0,0,0.0,0.0,1.0,0.0,1.0
7126,LONDON BISCUITS BERHAD,Consumer Products & Services,2018-09-01,10,2.5,-9.59,-0.0,-15.5,-11.62,0.14,0.02,0.01,0.395,-0.25,0.0,-1.55,-77.5,0.0,0.0,621.76,3.54,0.2,0.26,5.4,1.67,10.71,6.19,7.46,0.0,-6.52,-4.48,-6.99,18.15,28.0,20.86,18.15,1.16,0.0,0.54,1.16,0.0,1,0,0,1+9+10,+,1+3+5+6+7+8+9+10,+,138,309,0.1,0.06,0,-13,0,0,0.5,0.0,0.0,1.0,1.0
7121,XIAN LENG HOLDINGS BERHAD,Consumer Products & Services,2019-01-01,9,1.0,0.09,-0.0,-0.1,-0.08,0.37,0.31,0.2,0.73,0.61,-31.0,-0.01,-0.03,0.0,0.0,-1.62,-1.86,0.0,0.0,-54.57,-63.0,44.5,-9.25,-7.14,0.0,0.0,0.0,0.0,-32.93,-3.31,-1.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+6+7+8,1+2+5+6+7+8+9,1+2+3+5+6+7+8+9,1+7+8,21,13,-0.01,-0.01,4,0,0,0,0.0,0.0,0.0,0.0,1.0
7120,ACOUSTECH BERHAD,Consumer Products & Services,2018-12-01,10,1.0,0.26,-0.0,-0.18,-0.14,0.29,0.395,0.22,0.42,0.52,-48.0,-0.01,-0.03,0.0,0.0,-1.58,-7.53,0.17,0.06,-27.18,-67.5,15.0,-26.25,-3.56,0.0,0.0,0.0,0.0,1.65,-10.42,-4.41,1.65,4.55,2.11,1.26,4.55,84.12,0,0,0,2+4+5+6+8+9+10,1+2+5,1+2+3+4+5+6+7+8+9+10,1+3+4,280,36,0.05,-0.04,27,-19,0,0,0.0,0.0,0.0,0.0,1.0
7119,DEGEM BERHAD,Consumer Products & Services,2018-12-01,9,1.0,0.29,0.0,0.35,0.26,0.88,1.08,0.76,1.13,1.94,33.0,0.03,0.03,1.1,101.85,1.7,0.0,0.2,0.15,7.05,4.44,14.86,9.65,8.36,0.0,0.0,0.0,0.0,12.21,6.37,8.78,0.0,1.78,1.91,1.6,0.0,17.69,1,0,1,1+3+4+5+6+9,+,1+3+4+6+7+9,+,185,162,0.11,0.0,10,7,0,5,0.0,0.0,0.0,0.0,1.0
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,Consumer Products & Services,2019-03-01,10,2.5,1.48,0.0,0.72,0.54,0.57,0.72,0.45,0.82,0.81,14.0,0.05,0.07,0.02,3.06,6.15,7.59,0.06,0.08,7.1,12.83,46.56,29.7,20.81,0.0,-17.65,-15.15,-3.14,5.44,5.84,4.89,5.44,2.53,2.68,2.46,2.53,43.98,1,0,1,1+10,+,2+3+4+7+9+10,+,126,287,0.1,0.06,13,17,0,5,0.5,0.0,1.0,0.0,1.0
7103,SPRITZER BHD,Consumer Products & Services,2018-12-01,10,2.5,3.23,0.53,1.34,1.01,1.93,2.02,1.7,2.4,1.9778,14.0,0.15,0.07,0.04,1.73,7.52,6.33,0.0,0.01,8.1,13.06,30.0,21.53,17.88,3.52,-7.22,-3.15,3.52,5.96,6.55,6.25,5.96,1.84,2.23,1.98,1.84,7.46,1,0,1,10,+,1+2+8+10,+,108,348,0.06,0.12,18,34,0,2,0.5,0.0,1.0,0.0,1.0
7094,EUROSPAN HOLDINGS BERHAD,Consumer Products & Services,2019-05-01,8,1.0,0.14,-0.0,-0.5,-0.38,0.38,0.435,0.32,0.5,0.964,-8.0,-0.05,-0.11,0.0,0.0,-5.33,-8.83,0.01,0.0,-0.87,-41.5,36.0,-2.75,-4.14,0.0,0.0,0.0,0.0,-1.05,-6.91,-4.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+7,1+2+4+7+8,1+2+4+5+7+8,1+2+4+5,64,48,-0.09,-0.08,5,-1,0,0,0.0,0.0,0.0,0.0,1.0
7089,LII HEN INDUSTRIES BHD.,Consumer Products & Services,2018-12-01,10,3.5,7.59,11.61,1.92,1.44,2.14,2.26,1.57,3.29,2.08,5.0,0.44,0.19,0.14,6.42,20.93,18.6,0.03,0.01,7.63,6.5,28.0,17.25,13.56,26.39,-0.25,26.39,26.47,8.88,12.4,10.65,8.88,3.03,4.94,3.9,3.03,27.57,1,0,1,6+10,+,1+2+6+8+10,+,219,801,0.09,0.32,32,67,0,5,0.5,0.0,1.0,1.0,1.0
