code,name,category,Annual,nYear,Price,52w low,52w high,NTA,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
7203,WANG-ZHENG BERHAD,Consumer Products & Services,2018-12-01,10,0.965,0.68,1.12,1.23,13.0,7.25,7.51,0.0,0.0,5.89,5.51,0.0,0.04,4.45,5.08,17.36,11.22,10.75,0.67,-7.98,2.49,0.67,11.31,6.74,7.28,11.31,3.93,3.12,3.52,3.93,35.09,1,0,0,1+2+6+10,+,1+2+5+7+8+9+10,+,206,260,0.12,0.07,22,21
7202,CLASSIC SCENIC BERHAD,Consumer Products & Services,2018-12-01,10,0.68,0.57,1.08,0.77,13.0,5.19,7.63,5.0,7.35,6.74,7.55,0.0,0.0,19.14,7.3,17.9,12.6,13.08,0.0,-14.32,-4.57,-0.8,8.21,7.29,6.81,8.21,8.18,7.83,6.91,8.18,100.6,1,0,1,2+4+6+8+10,+,1+2+6+8+10,+,42,63,0.07,0.06,14,12
7200,TEK SENG HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,0.25,0.115,0.34,0.54,-6.0,-4.51,-18.04,0.0,0.0,-8.35,-21.16,0.1,0.0,1.98,-2.0,43.0,20.5,12.14,0.0,0.0,0.0,0.0,5.42,-0.74,2.55,5.42,4.73,6.8,4.37,4.73,33.59,0,0,0,1+2+10,1,1+2+6+7+8+9+10,1+8,149,184,0.04,-0.14,28,0
7186,SWS CAPITAL BERHAD,Consumer Products & Services,2018-08-01,9,0.42,0.25,0.775,0.4984,-10.0,-4.28,-10.19,0.0,0.0,-8.59,-1.05,0.16,0.14,1.17,-62.5,65.0,1.25,17.78,0.0,0.0,0.0,0.0,0.66,2.84,2.01,0.0,0.25,0.42,0.44,0.0,18.21,0,0,0,1+2+4+6+8,1+8+9,1+3+4+6+8+9,7+9,145,131,-0.02,-0.01,-5,4
7184,G3 GLOBAL BERHAD,Consumer Products & Services,2019-12-01,10,2.75,1.1,3.72,0.09,-75.0,-3.66,-1.33,0.0,0.0,-40.67,-36.25,0.01,0.01,-36.31,-89.0,-4.0,-46.5,-26.61,0.0,0.0,0.0,0.0,-7.43,-2.82,-3.46,-7.43,0.42,0.0,0.0,0.42,0.0,0,0,0,1+3+5+6+8+9+10,1+2+3+4+5+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+6+9+10,49,14,-0.01,-0.03,-3,-11
7182,EKA NOODLES BERHAD,Consumer Products & Services,2017-12-01,9,0.04,0.02,0.065,-0.11,-4.0,-0.9,-22.5,0.0,0.0,8.18,0.0,0.0,0.0,-26.49,-8.0,25.0,8.5,3.13,0.0,0.0,0.0,0.0,-73.93,-127.35,-141.91,0.0,0.67,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+6+7+8+9,1+2+3+5+7,1+2+3+4+5+6+7+8+9,2+3+4+7+8+9,108,13,0.08,-0.02,0,2
7180,SERN KOU RESOURCES BERHAD,Consumer Products & Services,2019-06-01,8,0.9,0.44,0.98,0.42,13.0,7.03,7.81,0.0,0.0,16.74,14.2,0.16,0.21,0.92,-10.5,134.0,61.75,42.52,96.8,96.8,160.89,0.0,-0.18,5.17,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+6+7,6+7,4+5+6+7+8,1+2+6+7+8,153,237,-0.02,0.04,-3,-9
7179,D.B.E. GURNEY RESOURCES BERHAD,Consumer Products & Services,2019-12-01,9,0.025,0.02,0.035,0.02,9.0,0.27,10.8,0.0,0.0,13.5,12.79,0.0,0.0,-6.69,-8.0,-3.0,-5.5,-4.75,143.01,143.01,0.0,0.0,-13.25,-11.11,-10.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+9,2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,2+3+4+5+7+9,135,72,-0.01,0.0,-14,13
7176,TPC PLUS BERHAD,Consumer Products & Services,2019-12-01,9,0.29,0.19,0.45,0.37,33.0,0.89,3.07,0.0,0.0,2.41,2.41,0.22,0.22,-2.63,-29.0,33.5,2.25,5.72,0.0,-21.96,-25.72,0.0,-2.49,0.36,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8+9,6+7+8+9,1+2+3+4+5+6+7+8+9,8,54,245,-0.01,0.01,1,3
7174,CAB CAKARAN CORPORATION BERHAD,Consumer Products & Services,2019-09-01,10,0.335,0.195,0.575,0.67,-65.0,-0.52,-1.55,0.25,0.75,-0.78,2.78,0.6,0.56,1.75,-35.0,39.75,2.38,18.1,14.45,-25.06,-8.01,14.45,4.37,5.94,4.67,4.37,0.36,1.19,0.71,0.36,3.26,0,0,1,9,8,1+2+6+7+8,,508,1752,0.02,0.02,24,45
7168,PRG HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,0.185,0.055,1.3,0.3961,-2.0,-11.13,-60.16,0.0,0.0,-28.1,-6.71,0.25,0.14,3.15,-20.0,96.0,38.0,39.78,0.0,0.0,0.0,0.0,1.83,-1.32,-0.04,1.83,1.54,0.78,0.96,1.54,61.57,0,0,0,1+6+8+10,1,1+2+3+5+7+9+10,1+5+6,81,149,0.02,-0.03,10,-34
7167,JOHORE TIN BERHAD,Consumer Products & Services,2018-12-01,10,1.42,0.98,1.9,1.1,9.0,15.65,11.02,6.4,4.51,14.23,11.99,0.0,0.01,6.62,8.64,41.8,25.22,19.94,7.11,18.84,7.11,16.34,6.03,8.95,6.98,6.03,1.16,2.09,1.51,1.16,18.67,1,0,0,6+9+10,+,2+5+6+10,+,107,501,0.03,0.12,22,42
7154,CAELY HOLDINGS BHD,Consumer Products & Services,2019-03-01,10,0.485,0.185,0.575,0.52,-37.0,-1.3,-2.68,0.0,0.0,-2.5,1.69,0.14,0.14,1.04,-4.17,105.0,50.42,35.05,0.0,-33.81,-26.77,0.0,1.24,2.69,3.61,1.24,0.81,1.34,1.61,0.81,38.56,0,0,0,1+2+5+9+10,9,2+5+8+9+10,1+2+4+5+7+8+9,88,86,0.01,0.01,7,-3
7152,JAYCORP BERHAD,Consumer Products & Services,2019-07-01,10,0.785,0.68,1.22,1.2,6.0,13.82,17.61,10.0,12.74,11.52,12.66,0.05,0.03,4.21,6.47,28.0,17.24,11.79,4.46,-1.48,18.38,4.46,10.43,12.36,11.44,10.43,6.67,8.5,6.63,6.67,65.99,1,0,1,2+3+7+9+10,+,2+5+7+9,+,227,322,0.1,0.15,19,31
7149,ENG KAH CORPORATION BERHAD,Consumer Products & Services,2018-12-01,10,0.85,0.72,1.12,1.0,77.0,1.1,1.29,0.0,0.0,1.1,9.76,0.0,0.0,9.57,9.85,46.75,28.3,24.43,28.18,28.18,-2.8,-4.96,5.02,5.11,4.31,5.02,5.95,5.24,4.78,5.95,112.5,1,0,0,2+4+5+6+7+8+10,+,2+3+4+5+6+10,+,76,58,0.1,0.1,18,0
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,8,0.045,0.02,0.075,0.05,-15.0,-0.3,-6.67,0.0,0.0,-6.0,-4.45,0.01,0.01,-12.23,-12.5,-0.92,-6.71,-5.55,0.0,0.0,0.0,0.0,-30.25,-3.33,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+7+8,1+3+5+6+7+8,1+2+3+4+5+6+7+8,1+3+4+5+6+7+8,192,9,-0.25,0.0,0,-10
7134,PWF CORPORATION BERHAD,Consumer Products & Services,2018-12-01,7,0.54,0.35,0.87,1.78,14.0,3.77,6.98,2.0,3.7,2.12,4.93,0.05,0.05,2.36,6.77,49.33,28.05,18.54,18.55,27.64,18.55,28.5,6.86,11.35,9.19,0.0,2.68,3.96,3.48,0.0,34.77,1,0,1,7,+,1+4+6+7,+,214,352,0.0,0.08,12,24
7130,KUMPULAN POWERNET BERHAD,Consumer Products & Services,2019-06-01,6,1.88,0.46,3.11,0.36,36.0,5.27,2.8,0.0,0.0,14.64,2.0,0.08,0.1,-44.83,-7.5,81.0,36.75,8.57,0.0,0.0,0.0,0.0,-14.36,-9.22,-13.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+5+6,1+2+3+4+5+6,1+2+3+4+5+6,1+2+3+4,12,13,-0.05,0.01,3,-2
7129,ASIA FILE CORPORATION BHD,Consumer Products & Services,2019-03-01,10,1.82,1.3,2.51,3.1519999999999997,9.0,21.35,11.73,14.0,7.69,6.77,8.07,0.01,0.0,16.93,8.9,22.44,15.67,14.24,0.0,-14.81,-5.34,-5.12,7.49,9.82,8.95,7.49,4.0,5.12,4.74,4.0,48.74,1,0,1,1+3+9+10,+,1+3+5+7+8+9+10,+,267,328,0.31,0.25,45,32
7128,CAM RESOURCES BERHAD,Consumer Products & Services,2018-12-01,10,0.2,0.17,0.305,0.58,386.0,0.05,0.25,0.0,0.0,0.09,2.28,0.17,0.2,3.17,8.67,39.0,23.84,17.62,6.37,-29.44,6.37,-4.3,7.38,6.09,7.76,7.38,0.71,0.85,0.51,0.71,4.8,1,0,0,1+3+4+10,+,1+3+7+8+9+10,+,63,211,0.02,0.01,8,9
7126,LONDON BISCUITS BERHAD,Consumer Products & Services,2018-09-01,10,0.02,0.01,0.395,-0.25,0.0,-155.44,-7772.0,0.0,0.0,621.76,3.54,0.2,0.26,5.4,1.67,10.71,6.19,7.46,0.0,-6.52,-4.48,-6.99,18.15,28.0,20.86,18.15,1.16,0.0,0.54,1.16,0.0,1,0,0,1+9+10,+,1+3+5+6+7+8+9+10,+,138,309,0.1,0.06,0,-13
7121,XIAN LENG HOLDINGS BERHAD,Consumer Products & Services,2019-01-01,9,0.315,0.2,0.73,0.61,-32.0,-0.99,-3.14,0.0,0.0,-1.62,-1.86,0.0,0.0,-54.57,-63.0,44.5,-9.25,-7.14,0.0,0.0,0.0,0.0,-32.93,-3.31,-1.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+6+7+8,1+2+5+6+7+8+9,1+2+3+5+6+7+8+9,1+7+8,21,13,-0.01,-0.01,4,0
7120,ACOUSTECH BERHAD,Consumer Products & Services,2018-12-01,10,0.385,0.22,0.415,0.52,-47.0,-0.82,-2.13,0.0,0.0,-1.58,-7.53,0.17,0.06,-27.18,-67.5,15.0,-26.25,-3.56,0.0,0.0,0.0,0.0,1.65,-10.42,-4.41,1.65,4.55,2.11,1.26,4.55,84.12,0,0,0,2+4+5+6+8+9+10,1+2+5,1+2+3+4+5+6+7+8+9+10,1+3+4,280,36,0.05,-0.04,27,-19
7119,DEGEM BERHAD,Consumer Products & Services,2018-12-01,9,1.04,0.76,1.13,1.94,32.0,3.29,3.16,0.0,0.0,1.7,0.0,0.2,0.15,7.05,4.44,14.86,9.65,8.36,0.0,0.0,0.0,0.0,12.21,6.37,8.78,0.0,1.78,1.91,1.6,0.0,17.69,1,0,1,1+3+4+5+6+9,+,1+3+4+6+7+9,+,185,162,0.11,0.0,10,7
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,Consumer Products & Services,2019-03-01,10,0.71,0.45,0.82,0.81,14.0,4.98,7.01,2.2,3.1,6.15,7.59,0.06,0.08,7.1,12.83,46.56,29.7,20.81,0.0,-17.65,-15.15,-3.14,5.44,5.84,4.89,5.44,2.53,2.68,2.46,2.53,43.98,1,0,1,1+10,+,2+3+4+7+9+10,+,126,287,0.1,0.06,13,17
7103,SPRITZER BHD,Consumer Products & Services,2018-12-01,10,2.03,1.7,2.4,1.9778,14.0,14.88,7.33,3.5,1.72,7.52,6.33,0.0,0.01,8.1,13.06,30.0,21.53,17.88,3.52,-7.22,-3.15,3.52,5.96,6.55,6.25,5.96,1.84,2.23,1.98,1.84,7.46,1,0,1,10,+,1+2+8+10,+,108,348,0.06,0.12,18,34
7094,EUROSPAN HOLDINGS BERHAD,Consumer Products & Services,2019-05-01,8,0.45,0.32,0.5,0.9814,-13.0,-3.34,-7.42,0.0,0.0,-3.4,-8.83,0.0,0.0,-0.87,-41.5,36.0,-2.75,-4.14,0.0,0.0,0.0,0.0,-1.05,-6.91,-4.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+7,1+2+4+7+8,1+2+4+5+7+8,1+2+4+5,64,48,-0.09,-0.08,5,-1
7089,LII HEN INDUSTRIES BHD.,Consumer Products & Services,2018-12-01,10,2.31,1.57,3.29,2.08,5.0,43.54,18.85,14.5,6.28,20.93,18.6,0.03,0.01,7.63,6.5,28.0,17.25,13.56,26.39,-0.25,26.39,26.47,8.88,12.4,10.65,8.88,3.03,4.94,3.9,3.03,27.57,1,0,1,6+10,+,1+2+6+8+10,+,219,801,0.09,0.32,32,67
7088,POH HUAT RESOURCES HOLDINGS BERHAD,Consumer Products & Services,2019-10-01,10,1.0,0.69,1.589,1.5986,5.0,19.22,19.22,0.0,0.0,12.02,14.99,0.0,0.0,6.08,5.71,20.75,13.23,8.99,2.42,2.42,-0.59,17.32,12.51,13.24,12.91,12.51,3.16,4.36,4.19,3.16,25.15,1,0,1,7,+,2+5+9,+,356,701,0.05,0.22,13,71
7087,MAGNI-TECH INDUSTRIES BERHAD,Consumer Products & Services,2019-04-01,10,1.87,1.24,2.74,1.37,7.0,26.46,14.15,8.62,4.61,19.31,20.64,0.0,0.0,7.22,17.61,33.25,25.43,23.7,7.65,7.65,19.55,23.83,4.39,5.17,4.76,4.39,1.12,1.07,0.96,1.12,20.28,1,0,1,1+2+10,+,2+10,+,377,1073,0.04,0.24,13,53
7085,LTKM BERHAD,Consumer Products & Services,2019-03-01,10,1.08,0.975,1.36,1.98,8.0,13.87,12.84,2.0,1.85,7.01,8.77,0.2,0.22,9.7,7.37,186.0,96.68,35.72,8.36,21.64,-5.8,8.36,6.16,7.79,7.03,6.16,2.09,2.34,2.28,2.09,28.56,1,0,1,3+4+7+10,+,2+4+8+9+10,+,131,196,0.13,0.16,21,23
7084,QL RESOURCES BERHAD,Consumer Products & Services,2019-03-01,10,8.3,6.5,8.65,1.27,56.0,14.77,1.78,4.5,0.54,11.63,11.63,0.3,0.3,6.63,24.71,52.92,38.82,36.47,3.84,4.06,3.84,6.02,2.85,2.29,2.54,2.85,0.7,0.61,0.66,0.7,23.5,1,0,1,10,+,1+4+7+8+10,+,1476,3619,0.07,0.13,172,292
7082,SYF RESOURCES BERHAD,Consumer Products & Services,2019-07-01,10,0.175,0.135,0.225,0.39,-2.0,-7.13,-40.74,1.25,7.14,-18.28,-16.44,0.19,0.05,3.3,-32.0,39.33,3.66,4.82,0.0,0.0,0.0,0.0,0.0,-10.19,-2.43,0.0,1.05,3.49,2.09,1.05,1.62,0,0,0,1+2+3+9+10,1+2+9+10,1+2+3+7+8+9+10,5+8,172,242,-0.05,-0.07,1,11
7080,PERMAJU INDUSTRIES BERHAD,Consumer Products & Services,2017-12-01,10,0.65,0.48,1.07,0.7,-27.0,-2.41,-3.71,0.0,0.0,-3.44,-4.65,0.0,0.0,-6.28,-37.0,-3.5,-20.25,-10.02,0.0,0.0,0.0,0.0,-15.6,-19.0,-20.4,-15.6,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+4+5+6+8+10,156,70,-0.04,-0.03,-3,-2
7062,KHIND HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.55,1.25,1.75,3.3,33.0,4.65,3.0,0.0,0.0,1.41,1.22,0.23,0.25,2.99,5.12,42.25,23.68,14.7,0.0,-36.56,-37.26,-14.61,10.95,5.62,7.45,10.95,3.88,1.87,2.66,3.88,24.48,1,0,0,2+5+10,+,1+2+4+5+8+10,+,184,349,0.2,0.04,18,-5
7060,NEW HOONG FATT HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.98,1.85,2.86,5.61,11.0,17.99,9.09,3.0,1.52,3.21,3.17,0.01,0.02,9.4,6.97,20.0,13.48,11.62,0.0,-10.06,-7.02,-2.63,9.38,8.74,7.67,9.38,3.71,3.46,3.35,3.71,37.95,1,0,1,5+6+8+10,+,1+2+5+6+8+10,+,203,257,0.27,0.17,39,51
7052,PADINI HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,10,2.64,1.78,3.9739999999999998,1.19,11.0,25.0,9.47,11.5,4.36,21.01,22.99,0.64,0.0,10.8,8.44,22.11,15.27,13.32,5.24,5.24,11.99,12.45,8.06,5.99,7.17,8.06,4.25,2.43,3.8,4.25,53.48,1,0,0,+,+,1+5+7,+,521,1783,0.09,0.24,94,127
7048,ATLAN HOLDINGS BHD,Consumer Products & Services,2019-02-01,10,3.76,3.72,4.49,2.03,38.0,9.78,2.6,20.0,5.32,4.82,7.59,0.23,0.06,10.02,5.89,29.83,17.86,19.56,0.0,-2.54,-28.0,-2.05,6.8,4.03,4.02,6.8,4.53,4.61,5.15,4.53,79.46,1,0,0,1+5+8+10,+,1+2+4+5+7+9+10,+,696,775,0.4,0.16,81,49
7035,CCK CONSOLIDATED HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,0.53,0.3,0.61,0.44,10.0,5.33,10.06,1.25,2.36,12.11,10.21,0.02,0.02,3.65,7.9,102.0,54.95,37.74,16.88,23.43,16.88,-0.84,4.1,7.67,5.4,4.1,1.38,1.78,1.37,1.38,26.47,1,0,1,10,+,1+5+6+10,+,329,639,0.02,0.04,20,32
7006,LATITUDE TREE HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,10,1.99,1.7,3.92,5.95,63.0,3.13,1.57,6.0,3.02,0.53,3.49,0.02,0.02,5.67,3.76,28.67,16.22,9.18,3.34,-35.58,-18.78,3.34,16.28,7.51,10.08,16.28,2.88,1.58,1.71,2.88,17.57,1,0,1,1+2+7+9,+,2+3+4+8+9,+,507,730,0.29,0.2,40,13
6939,FIAMMA HOLDINGS BERHAD,Consumer Products & Services,2019-09-01,10,0.48,0.35,0.54,1.01,9.0,5.11,10.65,2.0,4.17,5.06,5.79,0.09,0.1,10.71,8.08,26.22,17.15,14.71,2.57,9.15,-9.18,2.57,7.63,10.69,9.12,7.63,2.46,3.35,3.28,2.46,29.71,1,0,0,1+4+5,+,1+3+4+8,+,201,337,0.06,0.06,14,0
6599,AEON CO. (M) BHD,Consumer Products & Services,2018-12-01,10,1.12,0.91,1.83,1.21,14.0,7.78,6.95,4.0,3.57,6.43,5.28,1.45,0.17,4.51,18.2,100.86,59.53,44.96,0.0,-7.62,-14.56,-1.37,3.29,4.37,4.5,3.29,1.46,2.38,2.26,1.46,36.36,1,0,1,9+10,+,3+4+5+10,+,3736,4354,0.1,0.07,276,564
6432,APOLLO FOOD HOLDINGS BERHAD,Consumer Products & Services,2019-04-01,10,3.3,2.45,4.09,2.99,19.0,17.74,5.38,20.0,6.06,5.93,7.13,0.0,0.0,11.58,9.35,27.93,18.64,15.33,0.0,-16.33,-12.22,-1.81,7.34,4.56,5.4,7.34,5.97,5.86,5.46,5.97,78.99,1,0,1,1+2+4+5+6+10,+,2+3+5+9+10,+,160,189,0.31,0.22,32,29
6351,AMWAY (MALAYSIA) HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,4.9,4.5,6.16,1.35,16.0,31.12,6.35,27.5,5.61,23.05,23.3,0.03,0.03,8.79,16.84,24.15,20.49,19.53,0.0,-2.17,-12.52,-3.43,5.2,5.09,4.77,5.2,3.56,3.18,3.43,3.56,70.33,1,0,0,1+2+3,+,1+3+4+5+6,+,719,966,0.48,0.31,94,62
6203,KHEE SAN BERHAD,Consumer Products & Services,2018-06-01,10,0.315,0.165,0.56,0.66,0.0,-66.87,-212.29,1.0,3.17,-101.32,2.49,0.02,0.01,3.75,5.93,18.67,12.3,11.39,3.64,-10.37,-10.47,3.64,9.25,4.37,6.01,9.25,1.0,1.02,0.61,1.0,0.0,1,0,0,1+2+10,+,2+3+4+8+10,+,60,140,0.03,0.04,6,0
6068,PCCS GROUP BERHAD,Consumer Products & Services,2019-03-01,10,0.295,0.16,0.635,0.6907,5.0,6.41,21.73,1.0,3.39,9.28,15.42,0.14,0.07,-0.26,-12.0,16.0,2.0,1.85,16.21,0.0,16.21,0.0,-3.61,4.14,-7.95,-3.61,0.22,0.75,0.45,0.22,2.54,0,0,0,1+3+5+7+8+9+10,3+4+5+7+9,2+3+4+5+6+7+8+9+10,3+4,448,438,0.08,0.1,63,30
5983,MBM RESOURCES BHD,Consumer Products & Services,2018-12-01,10,2.84,2.5,4.47,4.46,5.0,56.41,19.86,12.0,4.23,12.65,11.01,0.01,0.05,4.97,-6.29,14.28,3.99,8.22,3.3,25.6,4.31,3.3,8.01,0.9,4.84,8.01,2.18,1.86,2.45,2.18,17.65,0,0,0,3+5+6+10,2,1+2+3+4+5+6+8+10,3+7+8+9,1180,1925,0.18,0.42,55,65
5908,DKSH HOLDINGS (MALAYSIA) BERHAD,Consumer Products & Services,2018-12-01,10,2.56,1.68,2.99,3.9344,10.0,24.79,9.68,10.0,3.91,6.3,7.65,1.06,0.05,1.19,4.85,19.43,12.14,10.1,6.58,6.58,-23.91,45.39,11.33,11.03,9.55,11.33,2.47,3.56,3.08,2.47,20.68,1,0,0,3+10,+,1+4+5+10,+,3560,6010,0.14,0.28,164,32
5886,MINTYE BERHAD,Consumer Products & Services,2019-01-01,10,1.31,0.76,1.36,1.77,-106.0,-1.24,-0.95,1.5,1.15,-0.7,1.51,0.0,0.0,7.86,10.82,44.67,27.74,22.4,0.0,-27.58,-16.64,-0.77,5.38,2.93,4.28,5.38,5.14,3.68,3.29,5.14,128.88,1,0,0,1+3+6+7+9+10,+,2+3+5+6+7+9+10,+,51,44,0.11,0.03,0,7
5681,PETRONAS DAGANGAN BHD,Consumer Products & Services,2019-12-01,10,19.68,17.5,26.409000000000002,6.02,24.0,83.5,4.24,85.0,4.32,13.87,13.97,0.03,0.03,3.31,15.65,38.81,27.23,27.31,1.0,-4.24,10.58,1.0,3.91,4.4,4.08,3.91,2.78,2.99,2.62,2.78,61.91,1,0,0,4+5+6+8+10,+,1+2+6+7+8+10,+,20687,30294,0.76,0.83,0,2409
5657,PARKSON HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,10,0.105,0.065,0.27,1.74,-1.0,-16.25,-154.76,0.0,0.0,-9.34,-6.04,2.88,1.13,3.37,-9.0,38.75,14.88,13.14,0.0,0.0,0.0,0.0,-6.73,-26.99,-17.9,-6.73,0.89,0.0,0.0,0.89,23.51,0,0,0,2,1+2+3+4,1+2+3+4+5+6+7+10,4,2722,3738,0.21,-0.12,855,86
5592,GRAND CENTRAL ENTERPRISES BHD,Consumer Products & Services,2019-12-01,10,0.39,0.3,0.5,1.08,-11.0,-3.4,-8.72,0.0,0.0,-3.15,-3.09,0.0,0.0,-4.73,-61.5,46.25,-7.62,-4.49,0.0,0.0,0.0,0.0,-0.07,-4.74,-4.21,-0.07,3.76,2.67,2.95,3.76,115.76,0,0,0,2+3+4+5+6+7+8+9+10,1+2+3+4+5+6,1+2+3+4+5+6+7+10,1+2+3+4,40,24,0.02,-0.03,11,-3
5584,YEE LEE CORPORATION BHD,Consumer Products & Services,2018-12-01,10,2.06,1.7,2.35,3.3778,17.0,12.35,6.0,4.0,1.94,3.66,6.04,0.04,0.03,3.59,6.0,14.13,10.07,9.62,0.67,4.22,0.67,7.04,11.09,10.4,9.1,11.09,1.97,1.96,1.71,1.97,14.57,1,0,1,6+7+10,+,1+2+5+8+10,+,703,1122,0.11,0.2,18,59
5533,OCB BERHAD,Consumer Products & Services,2018-12-01,10,0.365,0.3,0.56,1.81,-1.0,-25.75,-70.55,0.0,0.0,-14.23,-2.31,0.07,0.09,0.33,-52.0,17.12,-17.44,-0.17,0.0,0.0,0.0,0.0,-1.15,-16.23,-6.37,-1.15,0.93,1.23,1.56,0.93,17.49,0,0,1,1+2+4+6+8+9+10,1+2+9+10,1+2+3+4+6+8+9+10,,563,247,-0.01,-0.05,48,19
5517,SHANGRI-LA HOTELS (MALAYSIA) BERHAD,Consumer Products & Services,2018-12-01,10,4.42,4.2,5.9,2.3999,31.0,14.39,3.26,15.0,3.39,6.0,6.64,0.0,0.0,16.3,15.19,45.07,30.13,29.51,3.66,-18.35,-11.55,3.66,3.72,3.2,3.64,3.72,2.39,2.75,2.55,2.39,53.48,1,0,1,4+10,+,1+2+3+5+8+10,+,367,551,0.08,0.16,138,151
5278,RHONE MA HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,7,0.635,0.59,0.845,0.59,14.0,4.42,6.96,1.0,1.57,7.49,8.17,0.23,0.23,11.28,0.0,14.07,7.04,7.62,0.0,-10.65,-13.87,0.0,7.53,7.67,0.0,0.0,3.66,4.88,0.0,0.0,27.73,1,0,0,1+2+7,+,1+2+4+5+7,+,84,119,0.07,0.05,0,7
5275,MYNEWS HOLDINGS BERHAD,Consumer Products & Services,2019-10-01,5,0.85,0.575,1.49,0.45,25.0,3.36,3.95,1.0,1.18,7.47,10.12,0.21,0.2,6.5,0.0,60.5,30.25,37.4,7.19,7.19,0.0,0.0,2.29,2.47,0.0,0.0,0.61,0.62,0.0,0.0,34.56,1,0,1,5,+,5,+,218,517,0.03,0.04,8,83
5260,ONLY WORLD GROUP HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,6,0.31,0.155,0.74,0.91,-7.0,-4.19,-13.52,0.0,0.0,-4.6,-1.01,0.23,0.28,9.09,0.0,87.5,43.75,41.0,0.0,0.0,0.0,0.0,1.77,1.14,1.77,0.0,0.19,0.0,0.19,0.0,5.33,0,0,1,1+6,1,1+3+4+5+6,,83,120,0.09,0.0,13,18
5250,7-ELEVEN MALAYSIA HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,9,1.3,1.21,1.56,0.0893,30.0,4.38,3.37,2.3,1.77,49.05,61.69,6.06,0.48,2.5,0.0,75.0,37.5,28.12,0.7,0.7,5.38,0.0,2.58,2.69,2.83,0.0,1.02,1.58,1.23,0.0,24.1,1,0,0,9,+,3+4+9,+,1314,2217,0.02,0.04,0,0
5248,BERMAZ AUTO BERHAD,Consumer Products & Services,2019-04-01,10,1.26,0.935,2.78,0.4118,9.0,13.59,10.79,21.25,16.87,33.0,50.71,0.13,0.0,7.66,0.0,22.44,11.22,10.31,9.74,9.74,13.46,0.0,6.27,6.55,6.37,0.0,3.64,4.86,4.27,0.0,33.47,1,0,0,3+10,+,3+4+10,+,287,2520,0.01,0.23,0,0
5247,KAREX BERHAD,Consumer Products & Services,2019-06-01,10,0.555,0.26,0.645,0.48,-614.0,-0.09,-0.16,0.5,0.9,-0.19,0.52,0.05,0.02,9.93,0.0,82.0,41.0,31.59,0.0,-66.5,-45.18,0.0,1.58,0.99,1.57,0.0,0.9,1.41,1.08,0.0,28.26,1,0,1,1+6+10,+,1+2+3+9+10,+,157,378,0.02,0.0,17,32
5242,SOLID AUTOMOTIVE BERHAD,Consumer Products & Services,2019-04-01,7,0.285,0.245,0.375,0.38,56.0,0.51,1.79,0.0,0.0,1.34,1.0,0.1,0.14,4.83,0.0,133.0,66.5,63.86,0.0,-37.9,-33.2,0.0,1.46,1.22,1.29,0.0,0.5,0.27,0.6,0.0,44.1,1,0,0,4+7,+,1+2+3+4+6+7,+,109,167,0.04,0.0,15,-6
